,Unnamed: 0,video_file,start_tone,middle_tone,end_tone,Transition_val,social_message,Topic,Split,clip_feature_path,Link,Transcript
1287,1287,7t2mi19DcmE.mkv,positive,positive,negative,Transition,No,Games,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/7t2mi19DcmE.pkl,https://www.youtube.com/embed/7t2mi19DcmE,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/7t2mi19DcmE.txt
1288,1288,p0qYO0ZbdUo.mkv,positive,positive,positive,No transition,No,Games,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/p0qYO0ZbdUo.pkl,https://www.youtube.com/embed/p0qYO0ZbdUo,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/p0qYO0ZbdUo.txt
1289,1289,SP8E6ouSiC0.mkv,positive,positive,positive,No transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/SP8E6ouSiC0.pkl,https://www.youtube.com/embed/SP8E6ouSiC0,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/SP8E6ouSiC0.txt
1290,1290,6Obj5eoSpu8.mp4,neutral,neutral,neutral,No transition,No,Clothing,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/6Obj5eoSpu8.pkl,https://www.youtube.com/embed/6Obj5eoSpu8,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/6Obj5eoSpu8.txt
1291,1291,brvGSr_BfQw.webm,neutral,neutral,neutral,No transition,No,Misc,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/brvGSr_BfQw.pkl,https://www.youtube.com/embed/brvGSr_BfQw,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/brvGSr_BfQw.txt
1292,1292,Hs3Y5jQkuAk.mkv,positive,positive,positive,No transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/Hs3Y5jQkuAk.pkl,https://www.youtube.com/embed/Hs3Y5jQkuAk,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/Hs3Y5jQkuAk.txt
1293,1293,47LCLoidJh4.mp4,positive,positive,positive,No transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/47LCLoidJh4.pkl,https://www.youtube.com/embed/47LCLoidJh4,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/47LCLoidJh4.txt
1294,1294,MTtCV_XSMi0.mkv,positive,positive,positive,No transition,No,Cosmetics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/MTtCV_XSMi0.pkl,https://www.youtube.com/embed/MTtCV_XSMi0,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/MTtCV_XSMi0.txt
1295,1295,s6rrXuFM9TI.mkv,positive,positive,positive,No transition,No,Publications media,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/s6rrXuFM9TI.pkl,https://www.youtube.com/embed/s6rrXuFM9TI,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/s6rrXuFM9TI.txt
1296,1296,JJmqCKtJnxM.webm,positive,positive,positive,No transition,No,Food and drink,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/JJmqCKtJnxM.pkl,https://www.youtube.com/embed/JJmqCKtJnxM,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/JJmqCKtJnxM.txt
1297,1297,wtaXjzQQGE8.mp4,neutral,neutral,negative,Transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/wtaXjzQQGE8.pkl,https://www.youtube.com/embed/wtaXjzQQGE8,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/wtaXjzQQGE8.txt
1298,1298,brq5oJFIKJ0.mp4,positive,positive,positive,No transition,No,Games,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/brq5oJFIKJ0.pkl,https://www.youtube.com/embed/brq5oJFIKJ0,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/brq5oJFIKJ0.txt
1299,1299,BhYnz0JQKUo.mkv,positive,positive,positive,No transition,No,Food and drink,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/BhYnz0JQKUo.pkl,https://www.youtube.com/embed/BhYnz0JQKUo,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/BhYnz0JQKUo.txt
1300,1300,MX145Tu4MHY.mkv,positive,positive,positive,No transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/MX145Tu4MHY.pkl,https://www.youtube.com/embed/MX145Tu4MHY,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/MX145Tu4MHY.txt
1301,1301,SlR_fwcU3MU.mkv,positive,positive,positive,No transition,No,Food and drink,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/SlR_fwcU3MU.pkl,https://www.youtube.com/embed/SlR_fwcU3MU,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/SlR_fwcU3MU.txt
1302,1302,sqLNG9VYUcY.webm,neutral,neutral,positive,Transition,No,Banking,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/sqLNG9VYUcY.pkl,https://www.youtube.com/embed/sqLNG9VYUcY,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/sqLNG9VYUcY.txt
1303,1303,UTQinvFuX3M.mkv,neutral,neutral,positive,Transition,No,Sports,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/UTQinvFuX3M.pkl,https://www.youtube.com/embed/UTQinvFuX3M,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/UTQinvFuX3M.txt
1304,1304,JOJ01KXTw-A.mkv,positive,positive,positive,No transition,No,Sports,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/JOJ01KXTw-A.pkl,https://www.youtube.com/embed/JOJ01KXTw-A,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/JOJ01KXTw-A.txt
1305,1305,ycbHldRpo9k.mkv,positive,positive,positive,No transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/ycbHldRpo9k.pkl,https://www.youtube.com/embed/ycbHldRpo9k,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/ycbHldRpo9k.txt
1306,1306,bSyh4oPLXpU.mkv,positive,positive,positive,No transition,No,Health,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/bSyh4oPLXpU.pkl,https://www.youtube.com/embed/bSyh4oPLXpU,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/bSyh4oPLXpU.txt
1307,1307,DM58BGhJ6oo.mkv,neutral,neutral,positive,Transition,No,Games,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/DM58BGhJ6oo.pkl,https://www.youtube.com/embed/DM58BGhJ6oo,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/DM58BGhJ6oo.txt
1308,1308,iYhCn0jf46U.mkv,positive,positive,positive,No transition,No,Cosmetics,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/iYhCn0jf46U.pkl,https://www.youtube.com/embed/iYhCn0jf46U,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/iYhCn0jf46U.txt
1309,1309,ujEqAi6-VGo.mkv,positive,positive,positive,No transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/ujEqAi6-VGo.pkl,https://www.youtube.com/embed/ujEqAi6-VGo,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/ujEqAi6-VGo.txt
1310,1310,b3F-20ld720.mkv,positive,positive,positive,No transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/b3F-20ld720.pkl,https://www.youtube.com/embed/b3F-20ld720,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/b3F-20ld720.txt
1311,1311,cp1DMQ-x33k.mp4,positive,positive,positive,No transition,No,Sports,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/cp1DMQ-x33k.pkl,https://www.youtube.com/embed/cp1DMQ-x33k,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/cp1DMQ-x33k.txt
1312,1312,nWJut7KQhI4.mkv,negative,negative,positive,Transition,Yes,Awareness,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/nWJut7KQhI4.pkl,https://www.youtube.com/embed/nWJut7KQhI4,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/nWJut7KQhI4.txt
1313,1313,tAnlcW_ILyw.mp4,positive,positive,positive,No transition,No,Clothing,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/tAnlcW_ILyw.pkl,https://www.youtube.com/embed/tAnlcW_ILyw,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/tAnlcW_ILyw.txt
1314,1314,6BB9MI_8bsE.mkv,positive,positive,positive,No transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/6BB9MI_8bsE.pkl,https://www.youtube.com/embed/6BB9MI_8bsE,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/6BB9MI_8bsE.txt
1315,1315,zkd5dJIVjgM.mkv,positive,positive,positive,No transition,No,Publications media,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/zkd5dJIVjgM.pkl,https://www.youtube.com/embed/zkd5dJIVjgM,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/zkd5dJIVjgM.txt
1316,1316,-UGQp9pfU_Q.mp4,positive,positive,positive,No transition,No,Food and drink,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/-UGQp9pfU_Q.pkl,https://www.youtube.com/embed/-UGQp9pfU_Q,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/-UGQp9pfU_Q.txt
1317,1317,EwrgDhck57E.mkv,positive,positive,positive,No transition,No,Travel and transport,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/EwrgDhck57E.pkl,https://www.youtube.com/embed/EwrgDhck57E,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/EwrgDhck57E.txt
1318,1318,GTYUpomg4xI.webm,positive,positive,positive,No transition,No,Cosmetics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/GTYUpomg4xI.pkl,https://www.youtube.com/embed/GTYUpomg4xI,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/GTYUpomg4xI.txt
1319,1319,AmjUGJwu810.mkv,neutral,positive,positive,Transition,No,Misc,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/AmjUGJwu810.pkl,https://www.youtube.com/embed/AmjUGJwu810,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/AmjUGJwu810.txt
1320,1320,5o9Dp6D91fI.webm,positive,positive,positive,No transition,No,Publications media,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/5o9Dp6D91fI.pkl,https://www.youtube.com/embed/5o9Dp6D91fI,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/5o9Dp6D91fI.txt
1321,1321,ZEKqLxtjwDQ.mp4,positive,positive,positive,No transition,No,Food and drink,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/ZEKqLxtjwDQ.pkl,https://www.youtube.com/embed/ZEKqLxtjwDQ,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/ZEKqLxtjwDQ.txt
1322,1322,XqORbzbEfoM.mkv,negative,negative,negative,No transition,No,Games,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/XqORbzbEfoM.pkl,https://www.youtube.com/embed/XqORbzbEfoM,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/XqORbzbEfoM.txt
1323,1323,y9ajRIgTJNA.mp4,positive,positive,positive,No transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/y9ajRIgTJNA.pkl,https://www.youtube.com/embed/y9ajRIgTJNA,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/y9ajRIgTJNA.txt
1324,1324,m58Bp6PfXss.mkv,positive,positive,positive,No transition,No,Food and drink,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/m58Bp6PfXss.pkl,https://www.youtube.com/embed/m58Bp6PfXss,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/m58Bp6PfXss.txt
1325,1325,WoYf3DQv6_Y.webm,positive,positive,neutral,Transition,No,Household,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/WoYf3DQv6_Y.pkl,https://www.youtube.com/embed/WoYf3DQv6_Y,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/WoYf3DQv6_Y.txt
1326,1326,eWHF6rmt1WE.mp4,positive,positive,positive,No transition,No,Travel and transport,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/eWHF6rmt1WE.pkl,https://www.youtube.com/embed/eWHF6rmt1WE,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/eWHF6rmt1WE.txt
1327,1327,eySoKn9U5s4.mp4,positive,positive,positive,No transition,No,Cosmetics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/eySoKn9U5s4.pkl,https://www.youtube.com/embed/eySoKn9U5s4,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/eySoKn9U5s4.txt
1328,1328,iJgnAHEHBYI.mkv,neutral,positive,positive,Transition,No,Publications media,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/iJgnAHEHBYI.pkl,https://www.youtube.com/embed/iJgnAHEHBYI,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/iJgnAHEHBYI.txt
1329,1329,VMjRSnokms8.mkv,positive,positive,positive,No transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/VMjRSnokms8.pkl,https://www.youtube.com/embed/VMjRSnokms8,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/VMjRSnokms8.txt
1330,1330,dSEI_Iny_zc.mkv,neutral,positive,positive,Transition,No,Food and drink,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/dSEI_Iny_zc.pkl,https://www.youtube.com/embed/dSEI_Iny_zc,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/dSEI_Iny_zc.txt
1331,1331,UQtqa5F88LM.mp4,positive,positive,positive,No transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/UQtqa5F88LM.pkl,https://www.youtube.com/embed/UQtqa5F88LM,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/UQtqa5F88LM.txt
1332,1332,BntPVmeo7ro.mkv,positive,positive,positive,No transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/BntPVmeo7ro.pkl,https://www.youtube.com/embed/BntPVmeo7ro,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/BntPVmeo7ro.txt
1333,1333,JYu3LjgnT9s.mkv,neutral,positive,positive,Transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/JYu3LjgnT9s.pkl,https://www.youtube.com/embed/JYu3LjgnT9s,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/JYu3LjgnT9s.txt
1334,1334,Pblj3JHF-Jo.mkv,negative,negative,positive,Transition,No,Games,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/Pblj3JHF-Jo.pkl,https://www.youtube.com/embed/Pblj3JHF-Jo,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/Pblj3JHF-Jo.txt
1335,1335,D0cyg74awpI.mp4,neutral,positive,neutral,Transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/D0cyg74awpI.pkl,https://www.youtube.com/embed/D0cyg74awpI,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/D0cyg74awpI.txt
1336,1336,6ck7frxs-Uc.mp4,neutral,positive,positive,Transition,No,Clothing,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/6ck7frxs-Uc.pkl,https://www.youtube.com/embed/6ck7frxs-Uc,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/6ck7frxs-Uc.txt
1337,1337,HssUnxcw9wQ.mkv,positive,positive,positive,No transition,No,Publications media,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/HssUnxcw9wQ.pkl,https://www.youtube.com/embed/HssUnxcw9wQ,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/HssUnxcw9wQ.txt
1338,1338,RpnCkBZVI6o.mp4,positive,positive,positive,No transition,No,Clothing,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/RpnCkBZVI6o.pkl,https://www.youtube.com/embed/RpnCkBZVI6o,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/RpnCkBZVI6o.txt
1339,1339,O8vZjrvYIsI.mkv,neutral,negative,positive,Transition,No,Games,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/O8vZjrvYIsI.pkl,https://www.youtube.com/embed/O8vZjrvYIsI,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/O8vZjrvYIsI.txt
1340,1340,gYQbQmtA6IU.mp4,positive,positive,positive,No transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/gYQbQmtA6IU.pkl,https://www.youtube.com/embed/gYQbQmtA6IU,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/gYQbQmtA6IU.txt
1341,1341,qzilmXQ0ReQ.mp4,positive,positive,positive,No transition,No,Sports,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/qzilmXQ0ReQ.pkl,https://www.youtube.com/embed/qzilmXQ0ReQ,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/qzilmXQ0ReQ.txt
1342,1342,-g8vTq06KUI.mkv,positive,positive,positive,No transition,No,Publications media,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/-g8vTq06KUI.pkl,https://www.youtube.com/embed/-g8vTq06KUI,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/-g8vTq06KUI.txt
1343,1343,fKTTV-E-aLs.mp4,positive,neutral,positive,Transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/fKTTV-E-aLs.pkl,https://www.youtube.com/embed/fKTTV-E-aLs,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/fKTTV-E-aLs.txt
1344,1344,KSRHLwYgLSM.mkv,neutral,neutral,neutral,No transition,No,Publications media,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/KSRHLwYgLSM.pkl,https://www.youtube.com/embed/KSRHLwYgLSM,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/KSRHLwYgLSM.txt
1345,1345,I0dq4sTLcIc.mp4,neutral,neutral,neutral,No transition,No,Clothing,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/I0dq4sTLcIc.pkl,https://www.youtube.com/embed/I0dq4sTLcIc,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/I0dq4sTLcIc.txt
1346,1346,wYj5o4kQsXs.mp4,positive,positive,positive,No transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/wYj5o4kQsXs.pkl,https://www.youtube.com/embed/wYj5o4kQsXs,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/wYj5o4kQsXs.txt
1347,1347,82kYQ7j7X2s.mkv,negative,negative,neutral,Transition,No,Awareness,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/82kYQ7j7X2s.pkl,https://www.youtube.com/embed/82kYQ7j7X2s,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/82kYQ7j7X2s.txt
1348,1348,U-knPQ9H_pg.mkv,positive,positive,positive,No transition,No,Cosmetics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/U-knPQ9H_pg.pkl,https://www.youtube.com/embed/U-knPQ9H_pg,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/U-knPQ9H_pg.txt
1349,1349,zk5HsBQYUZw.mkv,positive,positive,positive,No transition,No,Clothing,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/zk5HsBQYUZw.pkl,https://www.youtube.com/embed/zk5HsBQYUZw,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/zk5HsBQYUZw.txt
1350,1350,eEgMjH9bVgQ.mkv,negative,negative,positive,Transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/eEgMjH9bVgQ.pkl,https://www.youtube.com/embed/eEgMjH9bVgQ,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/eEgMjH9bVgQ.txt
1351,1351,LagGSTiSnto.mp4,positive,positive,positive,No transition,No,Awareness,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/LagGSTiSnto.pkl,https://www.youtube.com/embed/LagGSTiSnto,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/LagGSTiSnto.txt
1352,1352,SILvPVVAhBo.mkv,positive,positive,positive,No transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/SILvPVVAhBo.pkl,https://www.youtube.com/embed/SILvPVVAhBo,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/SILvPVVAhBo.txt
1353,1353,60ewmq3ui7A.mp4,positive,positive,positive,No transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/60ewmq3ui7A.pkl,https://www.youtube.com/embed/60ewmq3ui7A,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/60ewmq3ui7A.txt
1354,1354,7VCYBtx6h4g.mp4,neutral,positive,neutral,Transition,No,Car,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/7VCYBtx6h4g.pkl,https://www.youtube.com/embed/7VCYBtx6h4g,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/7VCYBtx6h4g.txt
1355,1355,NJEKqI1e714.mp4,neutral,positive,positive,Transition,No,Household,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/NJEKqI1e714.pkl,https://www.youtube.com/embed/NJEKqI1e714,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/NJEKqI1e714.txt
1356,1356,PFbeP6YqHzg.mp4,neutral,positive,positive,Transition,No,Household,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/PFbeP6YqHzg.pkl,https://www.youtube.com/embed/PFbeP6YqHzg,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/PFbeP6YqHzg.txt
1357,1357,HAmI1MJECZ4.mp4,neutral,neutral,neutral,No transition,Yes,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/HAmI1MJECZ4.pkl,https://www.youtube.com/embed/HAmI1MJECZ4,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/HAmI1MJECZ4.txt
1358,1358,3dnW8QJxHD0.webm,positive,negative,positive,Transition,No,Food and drink,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/3dnW8QJxHD0.pkl,https://www.youtube.com/embed/3dnW8QJxHD0,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/3dnW8QJxHD0.txt
1359,1359,zv750BWrUhY.mkv,positive,negative,negative,Transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/zv750BWrUhY.pkl,https://www.youtube.com/embed/zv750BWrUhY,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/zv750BWrUhY.txt
1360,1360,uAgxZ-l5pY8.webm,positive,positive,positive,No transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/uAgxZ-l5pY8.pkl,https://www.youtube.com/embed/uAgxZ-l5pY8,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/uAgxZ-l5pY8.txt
1361,1361,bATzbhGbjiM.mp4,positive,positive,positive,No transition,No,Banking,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/bATzbhGbjiM.pkl,https://www.youtube.com/embed/bATzbhGbjiM,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/bATzbhGbjiM.txt
1362,1362,29GrCUTdu3A.webm,neutral,positive,positive,Transition,No,Food and drink,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/29GrCUTdu3A.pkl,https://www.youtube.com/embed/29GrCUTdu3A,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/29GrCUTdu3A.txt
1363,1363,wF_LJfwFsE4.mp4,positive,positive,positive,No transition,No,Games,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/wF_LJfwFsE4.pkl,https://www.youtube.com/embed/wF_LJfwFsE4,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/wF_LJfwFsE4.txt
1364,1364,OB6r2Wi0E98.mp4,positive,positive,positive,No transition,No,Services,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/OB6r2Wi0E98.pkl,https://www.youtube.com/embed/OB6r2Wi0E98,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/OB6r2Wi0E98.txt
1365,1365,HnL-7x4n4d8.mp4,negative,neutral,positive,Transition,No,Car,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/HnL-7x4n4d8.pkl,https://www.youtube.com/embed/HnL-7x4n4d8,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/HnL-7x4n4d8.txt
1366,1366,rkqehuUTQ_4.mkv,positive,positive,positive,No transition,No,Clothing,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/rkqehuUTQ_4.pkl,https://www.youtube.com/embed/rkqehuUTQ_4,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/cvpr_ads/rkqehuUTQ_4.txt
